qrySmiles,hitSmiles,anonIdx,mw,id,qry_molecule_chembl_id,target_id,provider,QSPRID,predictions,nn_max,nn_min,nn_mean,nn_sum,n_chiral_centers,logP,lipinski_violations,nn_index,nn_smiles
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC(C)OCCNC(=O)C1=CC=C2OCC(=O)NC2=N1,B21R2.3194409,279.292,Z5136524332,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12286,6.2612247,0.1063268892794376,0.0975177304964539,0.10140545691937049,1.0140545691937048,0,0.5672999999999998,0,794,CC1(C)CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC(C)(C)OCCCNC1=CC=C2OCC(=O)NC2=N1,B21R2.3194464,279.335,Z4217707715,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12287,6.966561,0.10353982300884956,0.08636363636363636,0.09946537565352903,0.9946537565352903,0,2.0296,0,631,CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,O=C1COC2=CC=C(N=C2N1)C(=O)N3CCOC4C3C4,B23R4.82426408,275.261,Z5137092659,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12288,6.380919,0.08003597122302158,0.07397504456327986,0.07727149362758226,0.7727149362758226,2,0.025799999999999823,0,791,O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,O=C1COC2=CC=C(N=C2N1)C(=O)N3C[C@@H]4C[C@H]3CO4,B23R4.82426412,275.261,Z5137450427,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12289,6.5130763,0.07515473032714412,0.06560283687943262,0.06909707520940297,0.6909707520940297,2,0.0257999999999996,0,647,O=C1COc2ccc(N3CC(CO)OCC3c3ccccc3)nc2N1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,O=C1COC2=CC=C(N=C2N1)C(=O)N3C[C@H]4C[C@@H]3CO4,B23R4.82426412,275.261,Z5138044045,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12290,6.5130763,0.07515473032714412,0.06560283687943262,0.06909707520940297,0.6909707520940297,2,0.0257999999999996,0,647,O=C1COc2ccc(N3CC(CO)OCC3c3ccccc3)nc2N1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,O=C1COC2=CC=C(N=C2N1)C(=O)N3CC4CC(C3)O4,B23R4.1035667693,275.261,Z5137560868,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12291,6.017082,0.07548845470692718,0.06797853309481217,0.07200271652574994,0.7200271652574994,2,0.0257999999999996,0,792,CC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,O=C1COC2=CC=C(N=C2N1)C(=O)N3CCOCC3,B21R3.150229,263.25,Z5134036323,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12292,6.141,0.09498207885304659,0.0793507664562669,0.09165741704637592,0.9165741704637592,0,-0.1151000000000002,0,791,O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,C[C@H]1OCCN([C@@H]1C)C(=O)C2=CC=C3OCC(=O)NC3=N2,B23R3.7851711,291.303,Z5591623103,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12293,6.335406,0.07929515418502203,0.072,0.07549005586761023,0.7549005586761024,2,0.6618999999999997,0,792,CC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,C[C@H]1[C@H](OCCN1C(=O)C2=CC=C3OCC(=O)NC3=N2)C,B23R3.7851711,291.303,Z5587779660,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12294,6.335406,0.07929515418502203,0.072,0.07549005586761023,0.7549005586761024,2,0.6618999999999997,0,792,CC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC1(CN(CCO1)C(=O)C2=CC=C3OCC(=O)NC3=N2)C,B23R3.7851712,291.303,Z5134358602,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12295,6.0468855,0.09082892416225749,0.075,0.08624611691156574,0.8624611691156574,0,0.6634999999999995,0,794,CC1(C)CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CCC1CN(CCO1)C(=O)C2=CC=C3OCC(=O)NC3=N2,B23R3.30126860,291.303,Z5134265212,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12296,6.1589637,0.08031774051191527,0.07237422771403354,0.07657312329337673,0.7657312329337673,1,0.6634999999999995,0,795,N#CCC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC[C@@H]1CN(CCO1)C(=O)C2=CC=C3OCC(=O)NC3=N2,B23R3.30126860,291.303,Z5138013416,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12297,6.1589637,0.08031774051191527,0.07237422771403354,0.07657312329337673,0.7657312329337673,1,0.6634999999999995,0,795,N#CCC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,CC[C@H]1CN(CCO1)C(=O)C2=CC=C3OCC(=O)NC3=N2,B23R3.30126860,291.303,Z5137933131,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12298,6.1589637,0.08031774051191527,0.07237422771403354,0.07657312329337673,0.7657312329337673,1,0.6634999999999995,0,795,N#CCC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,NCC1CN(CCO1)C(=O)C2=CC=C3OCC(=O)NC3=N2,B23R3.30126860,292.291,PV-006755747476,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12299,5.8954897,0.08465608465608465,0.07671957671957672,0.08097263595678228,0.8097263595678228,1,-0.7877999999999992,1,795,N#CCC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
CC1CN(c2ccc3c(n2)NC(=O)CO3)CCO1,O=C1COC2=CC=C(N=C2N1)C(=O)N3CCOC(C3)CF,B23R3.30126860,295.267,Z5137235608,CHEMBL4081522,NR3C2,enamine,VS_set_NR3C2_12300,6.390964,0.08503100088573959,0.07590467784642542,0.0800815614326548,0.8008156143265479,1,0.22299999999999964,0,795,N#CCC1CN(c2ccc3c(n2)NC(=O)CO3)C(c2ccccc2)CO1
